id,mu_global,share,seq,FAO90,sand,silt,clay,usda_tex,ref_bd,bd,C,SOC
12559,11751,100,1,Aric Anthrosols,39,42,19,loam,1.41,1.41,1.15,48.645
12560,11752,100,1,Eutric Leptosols,46,34,20,loam,1.42,1.39,1.13,47.121
12561,11753,100,1,Calcaric Cambisols,36,43,21,loam,1.39,1.41,0.65,27.495
12562,11754,100,1,Calcaric Cambisols,36,43,21,loam,1.39,1.41,0.65,27.495
12563,11755,100,1,Rendzic Leptosols,37,44,19,loam,1.41,1.24,2.13,79.236
12564,11756,100,1,Calcaric Cambisols,36,43,21,loam,1.39,1.41,0.65,27.495
12565,11757,100,1,Calcaric Cambisols,36,43,21,loam,1.39,1.41,0.65,27.495
12566,11758,100,1,Rendzic Leptosols,37,44,19,loam,1.41,1.24,2.13,79.236
12567,11759,100,1,Rendzic Leptosols,37,44,19,loam,1.41,1.24,2.13,79.236
12568,11760,100,1,Aric Anthrosols,47,34,19,loam,1.43,1.32,2.41,95.436
12569,11761,100,1,Eutric Leptosols,46,34,20,loam,1.42,1.39,1.13,47.121
12570,11762,100,1,Aric Anthrosols,39,42,19,loam,1.41,1.41,1.15,48.645
12571,11763,100,1,Gelic Leptosols,56,38,6,sandy loam,1.61,1.3,1.41,54.99
12572,11764,100,1,Lithic Leptosols,42,34,24,loam,1.38,1.3,1.61,62.79
12573,11765,100,1,Gelic Leptosols,56,38,6,sandy loam,1.61,1.3,1.41,54.99
12574,11766,100,1,Haplic Ferralsols,28,20,52,clay (light),1.24,1.31,1.6,62.88
12575,11767,100,1,Haplic Ferralsols,60,13,27,sandy clay loam,1.4,1.36,1.17,47.736
12576,11768,100,1,Humic Nitisols,45,31,24,loam,1.39,1.36,2.25,91.8
12577,11769,100,1,Haplic Ferralsols,60,13,27,sandy clay loam,1.4,1.36,1.17,47.736
12578,11770,100,1,Haplic Ferralsols,28,20,52,clay (light),1.24,1.31,1.6,62.88
12579,11771,100,1,Haplic Ferralsols,60,13,27,sandy clay loam,1.4,1.36,1.17,47.736
12580,11772,100,1,Haplic Ferralsols,60,13,27,sandy clay loam,1.4,1.36,1.17,47.736
12581,11773,100,1,Haplic Ferralsols,28,20,52,clay (light),1.24,1.31,1.6,62.88
12582,11774,100,1,Ferralic Cambisols,51,26,23,sandy clay loam,1.41,1.29,1.02,39.474
12583,11775,100,1,Xanthic Ferralsols,66,10,24,sandy clay loam,1.43,1.33,0.73,29.127
12584,11776,100,1,Xanthic Ferralsols,66,10,24,sandy clay loam,1.43,1.33,0.73,29.127
12585,11777,100,1,Humic Nitisols,17,28,55,clay (light),1.21,1.2,2.5,90
12586,11778,100,1,Xanthic Ferralsols,66,10,24,sandy clay loam,1.43,1.33,0.73,29.127
12587,11779,100,1,Xanthic Ferralsols,66,10,24,sandy clay loam,1.43,1.33,0.73,29.127
12588,11780,100,1,Xanthic Ferralsols,66,10,24,sandy clay loam,1.43,1.33,0.73,29.127
12589,11781,100,1,Xanthic Ferralsols,31,13,56,clay (light),1.24,1.12,1.64,55.104
12590,11782,100,1,Ferric Acrisols,33,21,46,clay (light),1.27,1.33,1.26,50.274
12591,11783,100,1,Ferric Acrisols,55,20,25,sandy clay loam,1.4,1.4,0.98,41.16
12592,11784,100,1,Ferric Acrisols,33,21,46,clay (light),1.27,1.33,1.26,50.274
12593,11785,100,1,Ferric Acrisols,33,21,46,clay (light),1.27,1.33,1.26,50.274
12594,11786,100,1,Ferric Acrisols,55,20,25,sandy clay loam,1.4,1.4,0.98,41.16
12595,11787,100,1,Ferric Acrisols,33,21,46,clay (light),1.27,1.33,1.26,50.274
12596,11788,100,1,Ferric Acrisols,33,21,46,clay (light),1.27,1.33,1.26,50.274
12597,11789,100,1,Ferric Acrisols,33,21,46,clay (light),1.27,1.33,1.26,50.274
12598,11790,100,1,Humic Acrisols,28,22,50,clay (light),1.25,1.27,3.07,116.967
12599,11791,100,1,Ferric Acrisols,55,20,25,sandy clay loam,1.4,1.4,0.98,41.16
12600,11792,100,1,Humic Acrisols,28,22,50,clay (light),1.25,1.27,3.07,116.967
12601,11793,100,1,Humic Acrisols,50,27,23,sandy clay loam,1.41,1.31,1.8,70.74
12602,11794,100,1,Humic Acrisols,28,22,50,clay (light),1.25,1.27,3.07,116.967
12603,11795,100,1,Humic Acrisols,28,22,50,clay (light),1.25,1.27,3.07,116.967
12604,11796,100,1,Humic Acrisols,50,27,23,sandy clay loam,1.41,1.31,1.8,70.74
12605,11797,100,1,Humic Acrisols,28,22,50,clay (light),1.25,1.27,3.07,116.967
12606,11798,100,1,Ferralic Cambisols,51,26,23,sandy clay loam,1.41,1.29,1.02,39.474
12607,11799,100,1,Ferralic Cambisols,51,26,23,sandy clay loam,1.41,1.29,1.02,39.474
12608,11800,100,1,Ferralic Cambisols,25,23,52,clay (light),1.24,1.25,1.64,61.5
12609,11801,100,1,Ferralic Cambisols,51,26,23,sandy clay loam,1.41,1.29,1.02,39.474
12610,11802,100,1,Ferralic Cambisols,51,26,23,sandy clay loam,1.41,1.29,1.02,39.474
12611,11803,100,1,Ferralic Cambisols,25,23,52,clay (light),1.24,1.25,1.64,61.5
12612,11804,100,1,Haplic Acrisols,27,25,48,clay (light),1.25,1.25,1.24,46.5
12613,11805,100,1,Haplic Acrisols,27,25,48,clay (light),1.25,1.25,1.24,46.5
12614,11806,100,1,Haplic Acrisols,27,25,48,clay (light),1.25,1.25,1.24,46.5
12615,11807,100,1,Haplic Acrisols,52,24,24,sandy clay loam,1.41,1.43,1,42.9
12616,11808,100,1,Haplic Acrisols,27,25,48,clay (light),1.25,1.25,1.24,46.5
12617,11809,100,1,Haplic Acrisols,52,24,24,sandy clay loam,1.41,1.43,1,42.9
12618,11810,100,1,Haplic Acrisols,52,24,24,sandy clay loam,1.41,1.43,1,42.9
12619,11811,100,1,Haplic Acrisols,52,24,24,sandy clay loam,1.41,1.43,1,42.9
12620,11812,100,1,Haplic Acrisols,27,25,48,clay (light),1.25,1.25,1.24,46.5
12621,11813,100,1,Plinthic Acrisols,48,29,23,loam,1.4,1.44,1.16,50.112
12622,11814,100,1,Humic Acrisols,50,27,23,sandy clay loam,1.41,1.31,1.8,70.74
12623,11815,100,1,Humic Acrisols,50,27,23,sandy clay loam,1.41,1.31,1.8,70.74
12624,11816,100,1,Humic Acrisols,28,22,50,clay (light),1.25,1.27,3.07,116.967
12625,11817,100,1,Humic Acrisols,75,10,15,sandy loam,1.52,1.44,0.53,22.896
12626,11818,100,1,Humic Acrisols,28,22,50,clay (light),1.25,1.27,3.07,116.967
12627,11819,100,1,Humic Acrisols,50,27,23,sandy clay loam,1.41,1.31,1.8,70.74
12628,11820,100,1,Humic Acrisols,50,27,23,sandy clay loam,1.41,1.31,1.8,70.74
12629,11821,100,1,Humic Acrisols,50,27,23,sandy clay loam,1.41,1.31,1.8,70.74
12630,11822,100,1,Humic Acrisols,28,22,50,clay (light),1.25,1.27,3.07,116.967
12631,11823,100,1,Ferric Alisols,40,33,27,clay loam,1.36,1.25,0.83,31.125
12632,11824,100,1,Ferric Alisols,40,33,27,clay loam,1.36,1.25,0.83,31.125
12633,11825,100,1,Ferric Alisols,20,30,50,clay (light),1.23,1.23,1.27,46.863
12634,11826,100,1,Chromic Cambisols,49,28,23,loam,1.4,1.31,0.98,38.514
12635,11827,100,1,Chromic Cambisols,49,28,23,loam,1.4,1.31,0.98,38.514
12636,11828,100,1,Chromic Cambisols,49,28,23,loam,1.4,1.31,0.98,38.514
12637,11829,100,1,Chromic Cambisols,21,29,50,clay (light),1.24,1.23,1.43,52.767
12638,11830,100,1,Chromic Cambisols,21,29,50,clay (light),1.24,1.23,1.43,52.767
12639,11831,100,1,Chromic Cambisols,49,28,23,loam,1.4,1.31,0.98,38.514
12640,11832,100,1,Chromic Cambisols,49,28,23,loam,1.4,1.31,0.98,38.514
12641,11833,100,1,Chromic Cambisols,21,29,50,clay (light),1.24,1.23,1.43,52.767
12642,11834,100,1,Ferralic Cambisols,51,26,23,sandy clay loam,1.41,1.29,1.02,39.474
12643,11835,100,1,Ferralic Cambisols,51,26,23,sandy clay loam,1.41,1.29,1.02,39.474
12644,11836,100,1,Ferralic Cambisols,51,26,23,sandy clay loam,1.41,1.29,1.02,39.474
12645,11837,100,1,Ferralic Cambisols,25,23,52,clay (light),1.24,1.25,1.64,61.5
12646,11838,100,1,Ferralic Cambisols,51,26,23,sandy clay loam,1.41,1.29,1.02,39.474
12647,11839,100,1,Haplic Alisols,40,37,23,loam,1.39,1.19,1.16,41.412
12648,11840,100,1,Haplic Alisols,40,37,23,loam,1.39,1.19,1.16,41.412
12649,11841,100,1,Haplic Alisols,24,33,43,clay (light),1.26,1.21,1.08,39.204
12650,11842,100,1,Haplic Alisols,40,37,23,loam,1.39,1.19,1.16,41.412
12651,11843,100,1,Haplic Alisols,24,33,43,clay (light),1.26,1.21,1.08,39.204
12652,11844,100,1,Haplic Alisols,40,37,23,loam,1.39,1.19,1.16,41.412
12653,11845,100,1,Haplic Alisols,40,37,23,loam,1.39,1.19,1.16,41.412
12654,11846,100,1,Haplic Alisols,40,37,23,loam,1.39,1.19,1.16,41.412
12655,11847,100,1,Haplic Alisols,24,33,43,clay (light),1.26,1.21,1.08,39.204
12656,11848,100,1,Haplic Alisols,24,33,43,clay (light),1.26,1.21,1.08,39.204
12657,11849,100,1,Albic Lixisols,58,27,15,sandy loam,1.48,1.46,0.75,32.85
12658,11850,100,1,Stagnic Alisols,36,41,23,loam,1.38,1.26,1.2,45.36
12659,11851,100,1,Dystric Cambisols,42,38,20,loam,1.41,1.3,1.45,56.55
12660,11852,100,1,Dystric Cambisols,42,38,20,loam,1.41,1.3,1.45,56.55
12661,11853,100,1,Dystric Cambisols,42,38,20,loam,1.41,1.3,1.45,56.55
12662,11854,100,1,Dystric Cambisols,42,38,20,loam,1.41,1.3,1.45,56.55
12663,11855,100,1,Dystric Cambisols,42,38,20,loam,1.41,1.3,1.45,56.55
12664,11856,100,1,Dystric Cambisols,42,38,20,loam,1.41,1.3,1.45,56.55
12665,11857,100,1,Haplic Luvisols,82,8,10,loamy sand,1.59,1.43,0.4,17.16
12666,11858,100,1,Haplic Luvisols,41,37,22,loam,1.4,1.43,0.74,31.746
12667,11859,100,1,Haplic Luvisols,41,37,22,loam,1.4,1.43,0.74,31.746
12668,11860,100,1,Haplic Luvisols,41,37,22,loam,1.4,1.43,0.74,31.746
12669,11861,100,1,Haplic Luvisols,41,37,22,loam,1.4,1.43,0.74,31.746
12670,11862,100,1,Haplic Luvisols,41,37,22,loam,1.4,1.43,0.74,31.746
12671,11863,100,1,Haplic Luvisols,31,22,47,clay (light),1.26,1.31,1.2,47.16
12672,11864,100,1,Haplic Luvisols,41,37,22,loam,1.4,1.43,0.74,31.746
12673,11865,100,1,Haplic Luvisols,41,37,22,loam,1.4,1.43,0.74,31.746
12674,11866,100,1,Haplic Luvisols,41,37,22,loam,1.4,1.43,0.74,31.746
12675,11867,100,1,Haplic Luvisols,82,8,10,loamy sand,1.59,1.43,0.4,17.16
12676,11868,100,1,Haplic Luvisols,31,22,47,clay (light),1.26,1.31,1.2,47.16
12677,11869,100,1,Haplic Luvisols,41,37,22,loam,1.4,1.43,0.74,31.746
12678,11870,100,1,Dystric Cambisols,42,38,20,loam,1.41,1.3,1.45,56.55
12679,11871,100,1,Dystric Cambisols,42,38,20,loam,1.41,1.3,1.45,56.55
12680,11872,100,1,Dystric Cambisols,42,38,20,loam,1.41,1.3,1.45,56.55
12681,11873,100,1,Eutric Cambisols,42,36,22,loam,1.4,1.37,1,41.1
12682,11874,100,1,Eutric Cambisols,42,36,22,loam,1.4,1.37,1,41.1
12683,11875,100,1,Eutric Planosols,38,18,44,clay (light),1.29,1.28,0.98,37.632
12684,11876,100,1,Eutric Planosols,42,38,20,loam,1.41,1.47,1.06,46.746
12685,11877,100,1,Dystric Planosols,42,38,20,loam,1.41,1.38,1.14,47.196
12686,11878,100,1,Eutric Cambisols,42,36,22,loam,1.4,1.37,1,41.1
12687,11879,100,1,Haplic Luvisols,41,37,22,loam,1.4,1.43,0.74,31.746
12688,11880,100,1,Haplic Luvisols,41,37,22,loam,1.4,1.43,0.74,31.746
12689,11881,100,1,Haplic Luvisols,41,37,22,loam,1.4,1.43,0.74,31.746
12690,11882,100,1,Haplic Luvisols,41,37,22,loam,1.4,1.43,0.74,31.746
12691,11883,100,1,Haplic Luvisols,41,37,22,loam,1.4,1.43,0.74,31.746
12692,11884,100,1,Haplic Luvisols,41,37,22,loam,1.4,1.43,0.74,31.746
12693,11885,100,1,Haplic Luvisols,41,37,22,loam,1.4,1.43,0.74,31.746
12694,11886,100,1,Haplic Luvisols,41,37,22,loam,1.4,1.43,0.74,31.746
12695,11887,100,1,Haplic Luvisols,41,37,22,loam,1.4,1.43,0.74,31.746
12696,11888,100,1,Haplic Luvisols,41,37,22,loam,1.4,1.43,0.74,31.746
12697,11889,100,1,Albic Luvsiols,37,45,18,loam,1.42,1.4,0.82,34.44
12698,11890,100,1,Albic Luvsiols,87,8,5,loamy sand,1.7,1.44,0.4,17.28
12699,11891,100,1,Albic Luvsiols,37,45,18,loam,1.42,1.4,0.82,34.44
12700,11892,100,1,Albic Luvsiols,37,45,18,loam,1.42,1.4,0.82,34.44
12701,11893,100,1,Gleyic Luvisols,47,29,24,loam,1.39,1.54,0.83,38.346
12702,11894,100,1,Gleyic Luvisols,47,29,24,loam,1.39,1.54,0.83,38.346
12703,11895,100,1,Gleyic Luvisols,47,29,24,loam,1.39,1.54,0.83,38.346
12704,11896,100,1,Gleyic Luvisols,47,29,24,loam,1.39,1.54,0.83,38.346
12705,11897,100,1,Gleyic Luvisols,47,29,24,loam,1.39,1.54,0.83,38.346
12706,11898,100,1,Gleyic Luvisols,47,29,24,loam,1.39,1.54,0.83,38.346
12707,11899,100,1,Eutric Cambisols,42,36,22,loam,1.4,1.37,1,41.1
12708,11900,100,1,Eutric Cambisols,77,14,9,sandy loam,1.6,1.5,0.7,31.5
12709,11901,100,1,Eutric Cambisols,42,36,22,loam,1.4,1.37,1,41.1
12710,11902,100,1,Eutric Cambisols,77,14,9,sandy loam,1.6,1.5,0.7,31.5
12711,11903,100,1,Eutric Cambisols,77,14,9,sandy loam,1.6,1.5,0.7,31.5
12712,11904,100,1,Eutric Cambisols,42,36,22,loam,1.4,1.37,1,41.1
12713,11905,100,1,Eutric Cambisols,42,36,22,loam,1.4,1.37,1,41.1
12714,11906,100,1,Eutric Cambisols,42,36,22,loam,1.4,1.37,1,41.1
12715,11907,100,1,Eutric Cambisols,42,36,22,loam,1.4,1.37,1,41.1
12716,11908,100,1,Eutric Cambisols,42,36,22,loam,1.4,1.37,1,41.1
12717,11909,100,1,Haplic Luvisols,41,37,22,loam,1.4,1.43,0.74,31.746
12718,11910,100,1,Haplic Luvisols,41,37,22,loam,1.4,1.43,0.74,31.746
12719,11911,100,1,Haplic Luvisols,41,37,22,loam,1.4,1.43,0.74,31.746
12720,11912,100,1,Haplic Luvisols,41,37,22,loam,1.4,1.43,0.74,31.746
12721,11913,100,1,Haplic Luvisols,41,37,22,loam,1.4,1.43,0.74,31.746
12722,11914,100,1,Haplic Luvisols,41,37,22,loam,1.4,1.43,0.74,31.746
12723,11915,100,1,Haplic Luvisols,41,37,22,loam,1.4,1.43,0.74,31.746
12724,11916,100,1,Dystric Podzoluvisols,31,54,15,silt loam,1.43,1.36,1.59,64.872
12725,11917,100,1,Albic Luvsiols,37,45,18,loam,1.42,1.4,0.82,34.44
12726,11918,100,1,Haplic Luvisols,41,37,22,loam,1.4,1.43,0.74,31.746
12727,11919,100,1,Gleyic Luvisols,47,29,24,loam,1.39,1.54,0.83,38.346
12728,11920,100,1,Eutric Cambisols,42,36,22,loam,1.4,1.37,1,41.1
12729,11921,100,1,Eutric Cambisols,42,36,22,loam,1.4,1.37,1,41.1
12730,11922,100,1,Albic Luvsiols,37,45,18,loam,1.42,1.4,0.82,34.44
12731,11923,100,1,Gleyic Luvisols,47,29,24,loam,1.39,1.54,0.83,38.346
12732,11924,100,1,Gleyic Luvisols,47,29,24,loam,1.39,1.54,0.83,38.346
12733,11925,100,1,"Urban, mining, etc.",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12734,11926,100,1,Rock outcrops,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12735,11927,100,1,Water bodies,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12736,11928,100,1,Water bodies,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12737,11929,100,1,Dunes & shift.sands,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12738,11930,100,1,Glaciers,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12739,11931,100,1,Island,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12740,11932,100,1,No Data,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12741,11933,100,1,Salt flats,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12742,11934,100,1,Fishpond,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12743,11935,100,1,Fishpond,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12744,12000,60,1,Haplic Alisols,18,54,28,silty clay loam,1.31,0.72,8.04,173.664
12745,12000,40,2,Eutric Cambisols,33,15,52,clay (light),1.25,1.32,1.6,63.36
12746,12001,50,1,Calcic Luvisols,10,11,79,clay(heavy),1.14,1.5,1.93,86.85
12747,12001,35,2,Haplic Chernozems,25,6,69,clay(heavy),1.19,1.21,1.42,51.546
12748,12001,15,3,Gleyic Cambisols,10,9,81,clay(heavy),1.14,1.34,1.9,76.38
12749,12003,30,1,Umbric Andosols,13,52,35,silty clay loam,1.27,0.27,19.2,155.52
12750,12003,30,2,Haplic Ferralsols,13,31,56,clay (light),1.2,1.42,5.12,218.112
12751,12003,20,3,Haplic Phaeozems,48,38,14,loam,1.47,1.2,2.46,88.56
12752,12003,20,4,Vertic Cambisols,30,28,42,clay (light),1.27,1.34,1.56,62.712
12753,12004,50,1,Eutric Regosols,72,12,16,sandy loam,1.5,1.29,0.58,22.446
12754,12004,50,2,Luvic Calcisols,33,23,44,clay (light),1.27,1.48,0.44,19.536
12755,12005,100,1,Haplic Arenosols,89,6,5,sand,1.7,1.5,0.23,10.35
12756,12006,70,1,Eutric Fluvisols,44,33,23,loam,1.39,1.33,0.73,29.127
12757,12006,30,2,Eutric Gleysols,40,31,29,clay loam,1.35,1.34,0.93,37.386
12758,12007,80,1,Eutric Leptosols,77,11,12,sandy loam,1.55,1.33,3.18,126.882
12759,12007,20,2,Cambic Arenosols,94,4,2,sand,1.84,1.56,0.47,21.996
12760,12008,40,1,Cambic Arenosols,94,4,2,sand,1.84,1.56,0.47,21.996
12761,12008,30,2,Plinthic Lixisols,86,3,11,loamy sand,1.58,1.48,0.65,28.86
12762,12008,10,3,Ferralic Arenosols,93,2,5,sand,1.71,1.52,0.47,21.432
12763,12008,20,4,Lithic Leptosols,43,29,28,clay loam,1.36,1.31,0.39,15.327
12764,12009,60,1,Xanthic Ferralsols,76,2,22,sandy clay loam,1.46,1.36,0.77,31.416
12765,12009,15,2,Haplic Ferralsols,73,2,25,sandy clay loam,1.43,1.45,1.15,50.025
12766,12009,10,3,Lithic Leptosols,43,29,28,clay loam,1.36,1.31,0.39,15.327
12767,12009,15,4,Calcic Vertisols,41,19,40,clay (light),1.3,1.32,0.34,13.464
12768,12010,80,1,Calcic Vertisols,19,15,66,clay(heavy),1.19,1.33,0.74,29.526
12769,12010,10,2,Luvic Calcisols,84,3,13,loamy sand,1.55,1.54,0.29,13.398
12770,12010,10,3,Lithic Leptosols,43,29,28,clay loam,1.36,1.31,0.39,15.327
12771,12011,45,1,Lithic Leptosols,43,29,28,clay loam,1.36,1.31,0.39,15.327
12772,12011,35,2,Lithic Leptosols,43,29,28,clay loam,1.36,1.31,0.39,15.327
12773,12011,10,3,Calcic Vertisols,31,20,49,clay (light),1.25,1.32,0.69,27.324
12774,12011,10,4,Haplic Luvisols,64,4,32,sandy clay loam,1.38,1.41,1.1,46.53
12775,12012,35,1,Calcic Vertisols,41,19,40,clay (light),1.3,1.32,0.34,13.464
12776,12012,30,2,Cambic Arenosols,94,4,2,sand,1.84,1.56,0.47,21.996
12777,12012,20,3,Haplic Luvisols,64,4,32,sandy clay loam,1.38,1.41,1.1,46.53
12778,12012,15,4,Luvic Calcisols,84,3,13,loamy sand,1.55,1.54,0.29,13.398
12779,12013,40,1,Luvic Calcisols,84,3,13,loamy sand,1.55,1.54,0.29,13.398
12780,12013,20,2,Chromic Cambisols,58,5,37,sandy clay,1.35,1.27,0.43,16.383
12781,12013,15,3,Calcic Vertisols,19,15,66,clay(heavy),1.19,1.33,0.74,29.526
12782,12013,15,4,Haplic Calcisols,72,5,23,sandy clay loam,1.44,1.3,0.49,19.11
12783,12013,10,5,Lithic Leptosols,43,29,28,clay loam,1.36,1.31,0.39,15.327
12784,12014,40,1,Ferralic Arenosols,93,0,7,sand,1.66,1.52,0.33,15.048
12785,12014,30,2,Ferralic Arenosols,93,2,5,sand,1.71,1.52,0.47,21.432
12786,12014,20,3,Cambic Arenosols,94,4,2,sand,1.84,1.56,0.47,21.996
12787,12014,10,4,Haplic Calcisols,72,5,23,sandy clay loam,1.44,1.3,0.49,19.11
12788,12015,40,1,Haplic Luvisols,64,4,32,sandy clay loam,1.38,1.41,1.1,46.53
12789,12015,25,2,Sodic Solonchaks,55,23,22,sandy clay loam,1.42,1.5,0.07,3.15
12790,12015,25,3,Cambic Arenosols,94,4,2,sand,1.84,1.56,0.47,21.996
12791,12015,10,4,Calcic Solonetz,87,4,9,loamy sand,1.61,1.42,0.26,11.076
12792,12016,100,1,Calcic Vertisols,41,19,40,clay (light),1.3,1.32,0.34,13.464
12793,12017,45,1,Eutric Gleysols,40,31,29,clay loam,1.35,1.34,0.93,37.386
12794,12017,55,2,Eutric Fluvisols,44,33,23,loam,1.39,1.33,0.73,29.127
12795,12018,100,1,Eutric Fluvisols,44,33,23,loam,1.39,1.33,0.73,29.127
12796,12019,10,1,Calcic Luvisols,63,7,30,sandy clay loam,1.39,1.52,0.45,20.52
12797,12019,10,2,Cambic Arenosols,94,4,2,sand,1.84,1.56,0.47,21.996
12798,12019,10,3,Calcic Vertisols,41,19,40,clay (light),1.3,1.32,0.34,13.464
12799,12019,30,4,Calcic Solonetz,87,4,9,loamy sand,1.61,1.42,0.26,11.076
12800,12019,25,5,Calcic Solonchaks,90,1,9,sand,1.62,1.53,0.37,16.983
12801,12019,15,6,Haplic Calcisols,73,6,21,sandy clay loam,1.46,1.32,1.06,41.976
12802,12020,45,1,Luvic Arenosols,95,1,4,sand,1.74,1.5,0.37,16.65
12803,12020,20,2,Ferralic Arenosols,93,0,7,sand,1.66,1.52,0.33,15.048
12804,12020,35,3,Ferralic Arenosols,91,4,5,sand,1.7,1.52,0.19,8.664
12805,12021,30,1,Luvic Calcisols,30,32,38,clay loam,1.29,1.51,1.01,45.753
12806,12021,30,2,Calcic Solonchaks,90,1,9,sand,1.62,1.53,0.37,16.983
12807,12021,20,3,Luvic Calcisols,84,3,13,loamy sand,1.55,1.54,0.29,13.398
12808,12021,20,4,Cambic Arenosols,94,4,2,sand,1.84,1.56,0.47,21.996
12809,12022,50,1,Calcic Luvisols,78,4,18,sandy loam,1.49,1.52,0.6,27.36
12810,12022,30,2,Haplic Lixisols,81,5,14,sandy loam,1.53,1.46,0.36,15.768
12811,12022,20,3,Calcic Solonetz,87,4,9,loamy sand,1.61,1.42,0.26,11.076
12812,12023,52,1,Haplic Lixisols,39,14,47,clay (light),1.27,1.34,1.76,70.752
12813,12023,48,2,Haplic Ferralsols,55,4,41,sandy clay,1.33,1.44,0.8,34.56
12814,12024,50,1,Xanthic Ferralsols,52,11,37,sandy clay,1.33,1.21,1.17,42.471
12815,12024,30,2,Haplic Ferralsols,73,2,25,sandy clay loam,1.43,1.45,1.15,50.025
12816,12024,20,3,Cambic Arenosols,94,4,2,sand,1.84,1.56,0.47,21.996
12817,12025,55,1,Haplic Ferralsols,73,2,25,sandy clay loam,1.43,1.45,1.15,50.025
12818,12025,45,2,Rhodic Ferralsols,51,5,44,sandy clay,1.31,1.29,0.74,28.638
12819,12026,65,1,Xanthic Ferralsols,52,11,37,sandy clay,1.33,1.21,1.17,42.471
12820,12026,15,2,Haplic Ferralsols,73,2,25,sandy clay loam,1.43,1.45,1.15,50.025
12821,12026,10,3,Rhodic Ferralsols,51,5,44,sandy clay,1.31,1.29,0.74,28.638
12822,12026,10,4,Dystric Leptosols,53,26,21,sandy clay loam,1.42,1.45,0.75,32.625
12823,12027,70,1,Haplic Arenosols,95,3,2,sand,1.85,1.5,0.42,18.9
12824,12027,15,2,Calcic Solonchaks,90,1,9,sand,1.62,1.53,0.37,16.983
12825,12027,15,3,Haplic Calcisols,82,9,9,loamy sand,1.6,1.25,0.19,7.125
12826,12028,60,1,Ferralic Arenosols,92,0,8,sand,1.64,1.52,0.43,19.608
12827,12028,20,2,Haplic Arenosols,91,2,7,sand,1.65,1.5,0.73,32.85
12828,12028,10,3,Haplic Arenosols,93,4,3,sand,1.78,1.5,0.08,3.6
12829,12028,10,4,Luvic Arenosols,91,3,6,sand,1.68,1.5,0.18,8.1
12830,12029,85,1,Gleyic Arenosols,99,0,1,sand,1.96,1.48,0.22,9.768
12831,12029,15,2,Haplic Arenosols,95,3,2,sand,1.85,1.5,0.42,18.9
12832,12030,70,1,Cambic Arenosols,94,4,2,sand,1.84,1.56,0.47,21.996
12833,12030,15,2,Luvic Arenosols,95,1,4,sand,1.74,1.5,0.37,16.65
12834,12030,15,3,Xanthic Ferralsols,83,2,15,sandy loam,1.53,1.45,0.92,40.02
12835,12031,50,1,Xanthic Ferralsols,52,11,37,sandy clay,1.33,1.21,1.17,42.471
12836,12031,30,2,Haplic Ferralsols,73,2,25,sandy clay loam,1.43,1.45,1.15,50.025
12837,12031,20,3,Eutric Leptosols,77,11,12,sandy loam,1.55,1.33,3.18,126.882
12838,12032,80,1,Gleyic Arenosols,95,1,4,sand,1.74,1.48,0.41,18.204
12839,12032,10,2,Haplic Arenosols,95,3,2,sand,1.85,1.5,0.42,18.9
12840,12032,10,3,Eutric Leptosols,77,11,12,sandy loam,1.55,1.33,3.18,126.882
12841,12033,50,1,Xanthic Ferralsols,52,11,37,sandy clay,1.33,1.21,1.17,42.471
12842,12033,20,2,Haplic Ferralsols,73,2,25,sandy clay loam,1.43,1.45,1.15,50.025
12843,12033,20,3,Rhodic Ferralsols,51,5,44,sandy clay,1.31,1.29,0.74,28.638
12844,12033,10,4,Gleyic Arenosols,95,1,4,sand,1.74,1.48,0.41,18.204
12845,12034,75,1,Haplic Ferralsols,73,2,25,sandy clay loam,1.43,1.45,1.15,50.025
12846,12034,15,2,Xanthic Ferralsols,76,2,22,sandy clay loam,1.46,1.36,0.77,31.416
12847,12034,10,3,Eutric Leptosols,50,30,20,loam,1.42,1.35,0.72,29.16
12848,12035,50,1,Lithic Leptosols,43,29,28,clay loam,1.36,1.31,0.39,15.327
12849,12035,50,2,Lithic Leptosols,43,29,28,clay loam,1.36,1.31,0.39,15.327
12850,12036,40,1,Haplic Ferralsols,73,2,25,sandy clay loam,1.43,1.45,1.15,50.025
12851,12036,30,2,Xanthic Ferralsols,76,2,22,sandy clay loam,1.46,1.36,0.77,31.416
12852,12036,20,3,Rhodic Ferralsols,51,5,44,sandy clay,1.31,1.29,0.74,28.638
12853,12036,10,4,Lithic Leptosols,43,29,28,clay loam,1.36,1.31,0.39,15.327
12854,12037,50,1,Ferralic Arenosols,93,0,7,sand,1.66,1.52,0.33,15.048
