carbon_above,nitrogen_above,DMon_above,DMoff_above,carbon_below,nitrogen_below,DMon_below,DMoff_below
0.52080,0.01042,1.30200,0.00000,0.09055,0.00181,0.22637,0.00000
0.52080,0.01042,1.30200,0.00000,0.09055,0.00181,0.22637,0.00000
0.52080,0.01042,1.30200,0.00000,0.09055,0.00181,0.22637,0.00000
0.52080,0.01042,1.30200,0.00000,0.09055,0.00181,0.22637,0.00000
0.52080,0.01042,1.30200,0.00000,0.09055,0.00181,0.22637,0.00000
0.52080,0.01042,1.30200,0.00000,0.09055,0.00181,0.22637,0.00000
0.52080,0.01042,1.30200,0.00000,0.09055,0.00181,0.22637,0.00000
0.52080,0.01042,1.30200,0.00000,0.09055,0.00181,0.22637,0.00000
0.52080,0.01042,1.30200,0.00000,0.09055,0.00181,0.22637,0.00000
0.52080,0.01042,1.30200,0.00000,0.09055,0.00181,0.22637,0.00000
0.52080,0.01042,1.30200,0.00000,0.09055,0.00181,0.22637,0.00000
0.52080,0.01042,1.30200,0.00000,0.09055,0.00181,0.22637,0.00000
0.52080,0.01042,1.30200,0.00000,0.09055,0.00181,0.22637,0.00000
0.52080,0.01042,1.30200,0.00000,0.09055,0.00181,0.22637,0.00000
0.52080,0.01042,1.30200,0.00000,0.09055,0.00181,0.22637,0.00000
0.52080,0.01042,1.30200,0.00000,0.09055,0.00181,0.22637,0.00000
0.52080,0.01042,1.30200,0.00000,0.09055,0.00181,0.22637,0.00000
0.52080,0.01042,1.30200,0.00000,0.09055,0.00181,0.22637,0.00000
0.52080,0.01042,1.30200,0.00000,0.09055,0.00181,0.22637,0.00000
0.52080,0.01042,1.30200,0.00000,0.09055,0.00181,0.22637,0.00000
0.52080,0.01042,1.30200,0.00000,0.09055,0.00181,0.22637,0.00000
0.52080,0.01042,1.30200,0.00000,0.09055,0.00181,0.22637,0.00000
0.52080,0.01042,1.30200,0.00000,0.09055,0.00181,0.22637,0.00000
0.52080,0.01042,1.30200,0.00000,0.09055,0.00181,0.22637,0.00000
0.52080,0.01042,1.30200,0.00000,0.09055,0.00181,0.22637,0.00000
0.52080,0.01042,1.30200,0.00000,0.09055,0.00181,0.22637,0.00000
0.52080,0.01042,1.30200,0.00000,0.09055,0.00181,0.22637,0.00000
0.52080,0.01042,1.30200,0.00000,0.09055,0.00181,0.22637,0.00000
0.52080,0.01042,1.30200,0.00000,0.09055,0.00181,0.22637,0.00000
0.52080,0.01042,1.30200,0.00000,0.09055,0.00181,0.22637,0.00000
0.52080,0.01042,1.30200,0.00000,0.09055,0.00181,0.22637,0.00000
0.52080,0.01042,1.30200,0.00000,0.09055,0.00181,0.22637,0.00000
0.52080,0.01042,1.30200,0.00000,0.09055,0.00181,0.22637,0.00000
0.52080,0.01042,1.30200,0.00000,0.09055,0.00181,0.22637,0.00000
0.52080,0.01042,1.30200,0.00000,0.09055,0.00181,0.22637,0.00000
0.52080,0.01042,1.30200,0.00000,0.09055,0.00181,0.22637,0.00000
0.52080,0.01042,1.30200,0.00000,0.09055,0.00181,0.22637,0.00000
0.52080,0.01042,1.30200,0.00000,0.09055,0.00181,0.22637,0.00000
0.52080,0.01042,1.30200,0.00000,0.09055,0.00181,0.22637,0.00000
0.52080,0.01042,1.30200,0.00000,0.09055,0.00181,0.22637,0.00000
0.52080,0.01042,1.30200,0.00000,0.09055,0.00181,0.22637,0.00000
0.52080,0.01042,1.30200,0.00000,0.09055,0.00181,0.22637,0.00000
0.52080,0.01042,1.30200,0.00000,0.09055,0.00181,0.22637,0.00000
0.52080,0.01042,1.30200,0.00000,0.09055,0.00181,0.22637,0.00000
0.52080,0.01042,1.30200,0.00000,0.09055,0.00181,0.22637,0.00000
0.52080,0.01042,1.30200,0.00000,0.09055,0.00181,0.22637,0.00000
0.52080,0.01042,1.30200,0.00000,0.09055,0.00181,0.22637,0.00000
0.52080,0.01042,1.30200,0.00000,0.09055,0.00181,0.22637,0.00000
0.52080,0.01042,1.30200,0.00000,0.09055,0.00181,0.22637,0.00000
0.52080,0.01042,1.30200,0.00000,0.09055,0.00181,0.22637,0.00000
