carbon_above,nitrogen_above,DMon_above,DMoff_above,carbon_below,nitrogen_below,DMon_below,DMoff_below
0.35200,0.00528,0.88000,0.00000,0.05421,0.00122,0.13552,0.00000
0.35200,0.00528,0.88000,0.00000,0.05421,0.00122,0.13552,0.00000
0.35200,0.00528,0.88000,0.00000,0.05421,0.00122,0.13552,0.00000
0.35200,0.00528,0.88000,0.00000,0.05421,0.00122,0.13552,0.00000
0.35200,0.00528,0.88000,0.00000,0.05421,0.00122,0.13552,0.00000
0.35200,0.00528,0.88000,0.00000,0.05421,0.00122,0.13552,0.00000
0.35200,0.00528,0.88000,0.00000,0.05421,0.00122,0.13552,0.00000
0.35200,0.00528,0.88000,0.00000,0.05421,0.00122,0.13552,0.00000
0.35200,0.00528,0.88000,0.00000,0.05421,0.00122,0.13552,0.00000
0.35200,0.00528,0.88000,0.00000,0.05421,0.00122,0.13552,0.00000
0.35200,0.00528,0.88000,0.00000,0.05421,0.00122,0.13552,0.00000
0.35200,0.00528,0.88000,0.00000,0.05421,0.00122,0.13552,0.00000
0.35200,0.00528,0.88000,0.00000,0.05421,0.00122,0.13552,0.00000
0.35200,0.00528,0.88000,0.00000,0.05421,0.00122,0.13552,0.00000
0.35200,0.00528,0.88000,0.00000,0.05421,0.00122,0.13552,0.00000
0.35200,0.00528,0.88000,0.00000,0.05421,0.00122,0.13552,0.00000
0.35200,0.00528,0.88000,0.00000,0.05421,0.00122,0.13552,0.00000
0.35200,0.00528,0.88000,0.00000,0.05421,0.00122,0.13552,0.00000
0.35200,0.00528,0.88000,0.00000,0.05421,0.00122,0.13552,0.00000
0.35200,0.00528,0.88000,0.00000,0.05421,0.00122,0.13552,0.00000
0.35200,0.00528,0.88000,0.00000,0.05421,0.00122,0.13552,0.00000
0.35200,0.00528,0.88000,0.00000,0.05421,0.00122,0.13552,0.00000
0.35200,0.00528,0.88000,0.00000,0.05421,0.00122,0.13552,0.00000
0.35200,0.00528,0.88000,0.00000,0.05421,0.00122,0.13552,0.00000
0.35200,0.00528,0.88000,0.00000,0.05421,0.00122,0.13552,0.00000
0.35200,0.00528,0.88000,0.00000,0.05421,0.00122,0.13552,0.00000
0.35200,0.00528,0.88000,0.00000,0.05421,0.00122,0.13552,0.00000
0.35200,0.00528,0.88000,0.00000,0.05421,0.00122,0.13552,0.00000
0.35200,0.00528,0.88000,0.00000,0.05421,0.00122,0.13552,0.00000
0.35200,0.00528,0.88000,0.00000,0.05421,0.00122,0.13552,0.00000
0.35200,0.00528,0.88000,0.00000,0.05421,0.00122,0.13552,0.00000
0.35200,0.00528,0.88000,0.00000,0.05421,0.00122,0.13552,0.00000
0.35200,0.00528,0.88000,0.00000,0.05421,0.00122,0.13552,0.00000
0.35200,0.00528,0.88000,0.00000,0.05421,0.00122,0.13552,0.00000
0.35200,0.00528,0.88000,0.00000,0.05421,0.00122,0.13552,0.00000
0.35200,0.00528,0.88000,0.00000,0.05421,0.00122,0.13552,0.00000
0.35200,0.00528,0.88000,0.00000,0.05421,0.00122,0.13552,0.00000
0.35200,0.00528,0.88000,0.00000,0.05421,0.00122,0.13552,0.00000
0.35200,0.00528,0.88000,0.00000,0.05421,0.00122,0.13552,0.00000
0.35200,0.00528,0.88000,0.00000,0.05421,0.00122,0.13552,0.00000
0.35200,0.00528,0.88000,0.00000,0.05421,0.00122,0.13552,0.00000
0.35200,0.00528,0.88000,0.00000,0.05421,0.00122,0.13552,0.00000
0.35200,0.00528,0.88000,0.00000,0.05421,0.00122,0.13552,0.00000
0.35200,0.00528,0.88000,0.00000,0.05421,0.00122,0.13552,0.00000
0.35200,0.00528,0.88000,0.00000,0.05421,0.00122,0.13552,0.00000
0.35200,0.00528,0.88000,0.00000,0.05421,0.00122,0.13552,0.00000
0.35200,0.00528,0.88000,0.00000,0.05421,0.00122,0.13552,0.00000
0.35200,0.00528,0.88000,0.00000,0.05421,0.00122,0.13552,0.00000
0.35200,0.00528,0.88000,0.00000,0.05421,0.00122,0.13552,0.00000
0.35200,0.00528,0.88000,0.00000,0.05421,0.00122,0.13552,0.00000
