year,soc,dpm,rpm,bio,hum,iom,crop_in,tree_in
-4.54100,53.84400,0.09368,12.49107,0.92270,35.74471,4.59183,3.14448,0.00000
-3.54100,49.80280,0.11114,8.58757,0.86253,35.64973,4.59183,3.14448,0.00000
-2.54100,47.03584,0.11114,6.22062,0.74546,35.36679,4.59183,3.14448,0.00000
-1.54100,45.10041,0.11114,4.78538,0.64358,34.96848,4.59183,3.14448,0.00000
-0.54100,43.69212,0.11114,3.91510,0.56984,34.50420,4.59183,3.14448,0.00000
0.00000,43.07722,0.11114,3.59695,0.54041,34.23689,4.59183,0.00000,0.00000
